yourlist:M202205245BF3C56A578D7D6DFD1FC81EE5DA77304E151FU	Entry	Entry name	Status	Protein names	Gene names	Organism	Length
STK26_HUMAN	Q9P289	STK26_HUMAN	reviewed	Serine/threonine-protein kinase 26 (EC 2.7.11.1) (MST3 and SOK1-related kinase) (Mammalian STE20-like protein kinase 4) (MST-4) (STE20-like kinase MST4) (Serine/threonine-protein kinase MASK)	STK26 MASK MST4	Homo sapiens (Human)	416
STK3_HUMAN	Q13188	STK3_HUMAN	reviewed	Serine/threonine-protein kinase 3 (EC 2.7.11.1) (Mammalian STE20-like protein kinase 2) (MST-2) (STE20-like kinase MST2) (Serine/threonine-protein kinase Krs-1) [Cleaved into: Serine/threonine-protein kinase 3 36kDa subunit (MST2/N); Serine/threonine-protein kinase 3 20kDa subunit (MST2/C)]	STK3 KRS1 MST2	Homo sapiens (Human)	491
STK31_HUMAN	Q9BXU1	STK31_HUMAN	reviewed	Serine/threonine-protein kinase 31 (EC 2.7.11.1) (Serine/threonine-protein kinase NYD-SPK) (Sugen kinase 396) (SgK396)	STK31 SGK396	Homo sapiens (Human)	1019
ST32A_HUMAN	Q8WU08	ST32A_HUMAN	reviewed	Serine/threonine-protein kinase 32A (EC 2.7.11.1) (Yet another novel kinase 1)	STK32A YANK1	Homo sapiens (Human)	396
ST32B_HUMAN	Q9NY57	ST32B_HUMAN	reviewed	Serine/threonine-protein kinase 32B (EC 2.7.11.1) (Yet another novel kinase 2)	STK32B YANK2 UNQ3003/PRO9744	Homo sapiens (Human)	414
ST32C_HUMAN	Q86UX6	ST32C_HUMAN	reviewed	Serine/threonine-protein kinase 32C (EC 2.7.11.1) (PKE) (Yet another novel kinase 3)	STK32C YANK3	Homo sapiens (Human)	486
STK33_HUMAN	Q9BYT3	STK33_HUMAN	reviewed	Serine/threonine-protein kinase 33 (EC 2.7.11.1)	STK33	Homo sapiens (Human)	514
STK35_HUMAN	Q8TDR2	STK35_HUMAN	reviewed	Serine/threonine-protein kinase 35 (EC 2.7.11.1) (CLP-36-interacting kinase 1) (CLIK-1) (PDLIM1-interacting kinase 1) (Serine/threonine-protein kinase 35 L1)	STK35 CLIK1 PDIK1 STK35L1	Homo sapiens (Human)	534
STK36_HUMAN	Q9NRP7	STK36_HUMAN	reviewed	Serine/threonine-protein kinase 36 (EC 2.7.11.1) (Fused homolog)	STK36 KIAA1278	Homo sapiens (Human)	1315
STK38_HUMAN	Q15208	STK38_HUMAN	reviewed	Serine/threonine-protein kinase 38 (EC 2.7.11.1) (NDR1 protein kinase) (Nuclear Dbf2-related kinase 1)	STK38 NDR1	Homo sapiens (Human)	465
ST38L_HUMAN	Q9Y2H1	ST38L_HUMAN	reviewed	Serine/threonine-protein kinase 38-like (EC 2.7.11.1) (NDR2 protein kinase) (Nuclear Dbf2-related kinase 2)	STK38L KIAA0965 NDR2	Homo sapiens (Human)	464
STK39_HUMAN	Q9UEW8	STK39_HUMAN	reviewed	STE20/SPS1-related proline-alanine-rich protein kinase (Ste-20-related kinase) (EC 2.7.11.1) (DCHT) (Serine/threonine-protein kinase 39)	STK39 SPAK	Homo sapiens (Human)	545
STK4_HUMAN	Q13043	STK4_HUMAN	reviewed	Serine/threonine-protein kinase 4 (EC 2.7.11.1) (Mammalian STE20-like protein kinase 1) (MST-1) (STE20-like kinase MST1) (Serine/threonine-protein kinase Krs-2) [Cleaved into: Serine/threonine-protein kinase 4 37kDa subunit (MST1/N); Serine/threonine-protein kinase 4 18kDa subunit (MST1/C)]	STK4 KRS2 MST1	Homo sapiens (Human)	487
STK40_HUMAN	Q8N2I9	STK40_HUMAN	reviewed	Serine/threonine-protein kinase 40 (EC 2.7.11.1) (SINK-homologous serine/threonine-protein kinase) (Sugen kinase 495) (SgK495)	STK40 SGK495 SHIK	Homo sapiens (Human)	435
STKL1_HUMAN	Q8NE28	STKL1_HUMAN	reviewed	Serine/threonine kinase-like domain-containing protein STKLD1 (Serine/threonine kinase-like domain-containing protein 1) (Sugen kinase 071)	STKLD1 C9orf96 SGK071	Homo sapiens (Human)	680
STMN1_HUMAN	P16949	STMN1_HUMAN	reviewed	Stathmin (Leukemia-associated phosphoprotein p18) (Metablastin) (Oncoprotein 18) (Op18) (Phosphoprotein p19) (pp19) (Prosolin) (Protein Pr22) (pp17)	STMN1 C1orf215 LAP18 OP18	Homo sapiens (Human)	149
STMN2_HUMAN	Q93045	STMN2_HUMAN	reviewed	Stathmin-2 (Superior cervical ganglion-10 protein) (Protein SCG10)	STMN2 SCG10 SCGN10	Homo sapiens (Human)	179
STMN3_HUMAN	Q9NZ72	STMN3_HUMAN	reviewed	Stathmin-3 (SCG10-like protein)	STMN3 SCLIP	Homo sapiens (Human)	180
STMN4_HUMAN	Q9H169	STMN4_HUMAN	reviewed	Stathmin-4 (Stathmin-like protein B3) (RB3)	STMN4	Homo sapiens (Human)	189
STMD1_HUMAN	H3BQB6	STMD1_HUMAN	reviewed	Stathmin domain-containing protein 1	STMND1	Homo sapiens (Human)	276
STMP1_HUMAN	E0CX11	STMP1_HUMAN	reviewed	Short transmembrane mitochondrial protein 1	STMP1 C7orf73	Homo sapiens (Human)	47
STN1_HUMAN	Q9H668	STN1_HUMAN	reviewed	CST complex subunit STN1 (Oligonucleotide/oligosaccharide-binding fold-containing protein 1) (Suppressor of cdc thirteen homolog)	STN1 OBFC1	Homo sapiens (Human)	368
STOM_HUMAN	P27105	STOM_HUMAN	reviewed	Stomatin (Erythrocyte band 7 integral membrane protein) (Erythrocyte membrane protein band 7.2) (Protein 7.2b)	STOM BND7 EPB72	Homo sapiens (Human)	288
STML1_HUMAN	Q9UBI4	STML1_HUMAN	reviewed	Stomatin-like protein 1 (SLP-1) (EPB72-like protein 1) (Protein unc-24 homolog) (Stomatin-related protein) (STORP)	STOML1 SLP1 UNC24 MSTP019	Homo sapiens (Human)	398
STML2_HUMAN	Q9UJZ1	STML2_HUMAN	reviewed	Stomatin-like protein 2, mitochondrial (SLP-2) (EPB72-like protein 2) (Paraprotein target 7) (Paratarg-7)	STOML2 SLP2 HSPC108	Homo sapiens (Human)	356
STML3_HUMAN	Q8TAV4	STML3_HUMAN	reviewed	Stomatin-like protein 3 (SLP-3)	STOML3	Homo sapiens (Human)	291
STON1_HUMAN	Q9Y6Q2	STON1_HUMAN	reviewed	Stonin-1 (Stoned B-like factor)	STON1 SALF SBLF STN1	Homo sapiens (Human)	735
STON2_HUMAN	Q8WXE9	STON2_HUMAN	reviewed	Stonin-2 (Stoned B)	STON2 STN2 STNB	Homo sapiens (Human)	905
STOX1_HUMAN	Q6ZVD7	STOX1_HUMAN	reviewed	Storkhead-box protein 1 (Winged-helix domain-containing protein)	STOX1 C10orf24	Homo sapiens (Human)	989
STOX2_HUMAN	Q9P2F5	STOX2_HUMAN	reviewed	Storkhead-box protein 2	STOX2 KIAA1392	Homo sapiens (Human)	926
STPG1_HUMAN	Q5TH74	STPG1_HUMAN	reviewed	O(6)-methylguanine-induced apoptosis 2 (MAPO2) (Sperm-tail PG-rich repeat-containing protein 1)	STPG1 C1orf201	Homo sapiens (Human)	334
STPG2_HUMAN	Q8N412	STPG2_HUMAN	reviewed	Sperm-tail PG-rich repeat-containing protein 2	STPG2 C4orf37	Homo sapiens (Human)	459
STPG4_HUMAN	Q8N801	STPG4_HUMAN	reviewed	Protein STPG4 (Gonad-specific expression gene protein) (GSE) (Sperm-tail PG-rich repeat-containing protein 4)	STPG4 C2orf61	Homo sapiens (Human)	248
STRA8_HUMAN	Q7Z7C7	STRA8_HUMAN	reviewed	Stimulated by retinoic acid gene 8 protein homolog	STRA8	Homo sapiens (Human)	330
STRAA_HUMAN	Q7RTN6	STRAA_HUMAN	reviewed	STE20-related kinase adapter protein alpha (STRAD alpha) (STE20-related adapter protein) (Serologically defined breast cancer antigen NY-BR-96)	STRADA LYK5 STRAD	Homo sapiens (Human)	431
STRAB_HUMAN	Q9C0K7	STRAB_HUMAN	reviewed	STE20-related kinase adapter protein beta (STRAD beta) (Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 2 protein) (CALS-21) (ILP-interacting protein) (Pseudokinase ALS2CR2)	STRADB ALS2CR2 ILPIP PRO1038	Homo sapiens (Human)	418
STRAP_HUMAN	Q9Y3F4	STRAP_HUMAN	reviewed	Serine-threonine kinase receptor-associated protein (MAP activator with WD repeats) (UNR-interacting protein) (WD-40 repeat protein PT-WD)	STRAP MAWD UNRIP	Homo sapiens (Human)	350
STRBP_HUMAN	Q96SI9	STRBP_HUMAN	reviewed	Spermatid perinuclear RNA-binding protein	STRBP SPNR	Homo sapiens (Human)	672
STRC_HUMAN	Q7RTU9	STRC_HUMAN	reviewed	Stereocilin	STRC	Homo sapiens (Human)	1775
STRP1_HUMAN	Q5VSL9	STRP1_HUMAN	reviewed	Striatin-interacting protein 1 (Protein FAM40A)	STRIP1 FAM40A KIAA1761	Homo sapiens (Human)	837
STRP2_HUMAN	Q9ULQ0	STRP2_HUMAN	reviewed	Striatin-interacting protein 2 (Protein FAM40B)	STRIP2 FAM40B KIAA1170	Homo sapiens (Human)	834
STRN_HUMAN	O43815	STRN_HUMAN	reviewed	Striatin	STRN	Homo sapiens (Human)	780
STRN3_HUMAN	Q13033	STRN3_HUMAN	reviewed	Striatin-3 (Cell cycle autoantigen SG2NA) (S/G2 antigen)	STRN3 GS2NA SG2NA	Homo sapiens (Human)	797
STRN4_HUMAN	Q9NRL3	STRN4_HUMAN	reviewed	Striatin-4 (Zinedin)	STRN4 ZIN	Homo sapiens (Human)	753
STS_HUMAN	P08842	STS_HUMAN	reviewed	Steryl-sulfatase (EC 3.1.6.2) (Arylsulfatase C) (ASC) (Estrone sulfatase) (Steroid sulfatase) (Steryl-sulfate sulfohydrolase)	STS ARSC1	Homo sapiens (Human)	583
STT3A_HUMAN	P46977	STT3A_HUMAN	reviewed	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A (Oligosaccharyl transferase subunit STT3A) (STT3-A) (EC 2.4.99.18) (B5) (Integral membrane protein 1) (Transmembrane protein TMC)	STT3A ITM1 TMC	Homo sapiens (Human)	705
STT3B_HUMAN	Q8TCJ2	STT3B_HUMAN	reviewed	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B (Oligosaccharyl transferase subunit STT3B) (STT3-B) (EC 2.4.99.18) (Source of immunodominant MHC-associated peptides homolog)	STT3B SIMP	Homo sapiens (Human)	826
CHIP_HUMAN	Q9UNE7	CHIP_HUMAN	reviewed	E3 ubiquitin-protein ligase CHIP (EC 2.3.2.27) (Antigen NY-CO-7) (CLL-associated antigen KW-8) (Carboxy terminus of Hsp70-interacting protein) (RING-type E3 ubiquitin transferase CHIP) (STIP1 homology and U box-containing protein 1)	STUB1 CHIP PP1131	Homo sapiens (Human)	303
STUM_HUMAN	Q69YW2	STUM_HUMAN	reviewed	Protein stum homolog	STUM C1orf95	Homo sapiens (Human)	141
STX10_HUMAN	O60499	STX10_HUMAN	reviewed	Syntaxin-10 (Syn10)	STX10 SYN10	Homo sapiens (Human)	249
STX11_HUMAN	O75558	STX11_HUMAN	reviewed	Syntaxin-11	STX11	Homo sapiens (Human)	287
STX12_HUMAN	Q86Y82	STX12_HUMAN	reviewed	Syntaxin-12	STX12	Homo sapiens (Human)	276
STX16_HUMAN	O14662	STX16_HUMAN	reviewed	Syntaxin-16 (Syn16)	STX16	Homo sapiens (Human)	325
STX17_HUMAN	P56962	STX17_HUMAN	reviewed	Syntaxin-17	STX17	Homo sapiens (Human)	302
STX18_HUMAN	Q9P2W9	STX18_HUMAN	reviewed	Syntaxin-18 (Cell growth-inhibiting gene 9 protein)	STX18 GIG9	Homo sapiens (Human)	335
STX19_HUMAN	Q8N4C7	STX19_HUMAN	reviewed	Syntaxin-19	STX19	Homo sapiens (Human)	294
STX1A_HUMAN	Q16623	STX1A_HUMAN	reviewed	Syntaxin-1A (Neuron-specific antigen HPC-1)	STX1A STX1	Homo sapiens (Human)	288
STX1B_HUMAN	P61266	STX1B_HUMAN	reviewed	Syntaxin-1B (Syntaxin-1B1) (Syntaxin-1B2)	STX1B STX1B1 STX1B2	Homo sapiens (Human)	288
STX2_HUMAN	P32856	STX2_HUMAN	reviewed	Syntaxin-2 (Epimorphin)	STX2 EPIM STX2A STX2B STX2C	Homo sapiens (Human)	288
STX3_HUMAN	Q13277	STX3_HUMAN	reviewed	Syntaxin-3	STX3 STX3A	Homo sapiens (Human)	289
STX4_HUMAN	Q12846	STX4_HUMAN	reviewed	Syntaxin-4 (Renal carcinoma antigen NY-REN-31)	STX4 STX4A	Homo sapiens (Human)	297
STX5_HUMAN	Q13190	STX5_HUMAN	reviewed	Syntaxin-5	STX5 STX5A	Homo sapiens (Human)	355
STX6_HUMAN	O43752	STX6_HUMAN	reviewed	Syntaxin-6	STX6	Homo sapiens (Human)	255
STX7_HUMAN	O15400	STX7_HUMAN	reviewed	Syntaxin-7	STX7	Homo sapiens (Human)	261
STX8_HUMAN	Q9UNK0	STX8_HUMAN	reviewed	Syntaxin-8	STX8	Homo sapiens (Human)	236
STXB1_HUMAN	P61764	STXB1_HUMAN	reviewed	Syntaxin-binding protein 1 (MUNC18-1) (N-Sec1) (Protein unc-18 homolog 1) (Unc18-1) (Protein unc-18 homolog A) (Unc-18A) (p67)	STXBP1 UNC18A	Homo sapiens (Human)	594
STXB2_HUMAN	Q15833	STXB2_HUMAN	reviewed	Syntaxin-binding protein 2 (Protein unc-18 homolog 2) (Unc18-2) (Protein unc-18 homolog B) (Unc-18B)	STXBP2 UNC18B	Homo sapiens (Human)	593
STXB3_HUMAN	O00186	STXB3_HUMAN	reviewed	Syntaxin-binding protein 3 (Platelet Sec1 protein) (PSP) (Protein unc-18 homolog 3) (Unc18-3) (Protein unc-18 homolog C) (Unc-18C)	STXBP3	Homo sapiens (Human)	592
STXB4_HUMAN	Q6ZWJ1	STXB4_HUMAN	reviewed	Syntaxin-binding protein 4 (Syntaxin 4-interacting protein) (STX4-interacting protein) (Synip)	STXBP4	Homo sapiens (Human)	553
STXB5_HUMAN	Q5T5C0	STXB5_HUMAN	reviewed	Syntaxin-binding protein 5 (Lethal(2) giant larvae protein homolog 3) (Tomosyn-1)	STXBP5 LLGL3	Homo sapiens (Human)	1151
STB5L_HUMAN	Q9Y2K9	STB5L_HUMAN	reviewed	Syntaxin-binding protein 5-like (Lethal(2) giant larvae protein homolog 4) (Tomosyn-2)	STXBP5L KIAA1006 LLGL4	Homo sapiens (Human)	1186
STXB6_HUMAN	Q8NFX7	STXB6_HUMAN	reviewed	Syntaxin-binding protein 6 (Amisyn)	STXBP6 HSPC156	Homo sapiens (Human)	210
STYK1_HUMAN	Q6J9G0	STYK1_HUMAN	reviewed	Tyrosine-protein kinase STYK1 (EC 2.7.10.2) (Novel oncogene with kinase domain) (Protein PK-unique) (Serine/threonine/tyrosine kinase 1)	STYK1 NOK	Homo sapiens (Human)	422
STYX_HUMAN	Q8WUJ0	STYX_HUMAN	reviewed	Serine/threonine/tyrosine-interacting protein (Inactive tyrosine-protein phosphatase STYX) (Phosphoserine/threonine/tyrosine interaction protein)	STYX	Homo sapiens (Human)	223
STYL1_HUMAN	Q9Y6J8	STYL1_HUMAN	reviewed	Serine/threonine/tyrosine-interacting-like protein 1 (Dual specificity phosphatase inhibitor MK-STYX) (Dual specificity protein phosphatase 24) (Inactive dual specificity protein phosphatase MK-STYX) (Map kinase phosphatase-like protein MK-STYX)	STYXL1 DUSP24 MKSTYX	Homo sapiens (Human)	313
TCP4_HUMAN	P53999	TCP4_HUMAN	reviewed	Activated RNA polymerase II transcriptional coactivator p15 (Positive cofactor 4) (PC4) (SUB1 homolog) (p14)	SUB1 PC4 RPO2TC1	Homo sapiens (Human)	127
SUCB1_HUMAN	Q9P2R7	SUCB1_HUMAN	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial (EC 6.2.1.5) (ATP-specific succinyl-CoA synthetase subunit beta) (A-SCS) (Succinyl-CoA synthetase beta-A chain) (SCS-betaA)	SUCLA2	Homo sapiens (Human)	463
SUCA_HUMAN	P53597	SUCA_HUMAN	reviewed	Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial (EC 6.2.1.4) (EC 6.2.1.5) (Succinyl-CoA synthetase subunit alpha) (SCS-alpha)	SUCLG1	Homo sapiens (Human)	346
SUCB2_HUMAN	Q96I99	SUCB2_HUMAN	reviewed	Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial (EC 6.2.1.4) (GTP-specific succinyl-CoA synthetase subunit beta) (G-SCS) (GTPSCS) (Succinyl-CoA synthetase beta-G chain) (SCS-betaG)	SUCLG2	Homo sapiens (Human)	432
SUCR1_HUMAN	Q9BXA5	SUCR1_HUMAN	reviewed	Succinate receptor 1 (G-protein coupled receptor 91) (P2Y purinoceptor 1-like)	SUCNR1 GPR91	Homo sapiens (Human)	334
SUCO_HUMAN	Q9UBS9	SUCO_HUMAN	reviewed	SUN domain-containing ossification factor (Membrane protein CH1) (Protein osteopotentia homolog) (SUN-like protein 1)	SUCO C1orf9 CH1 OPT SLP1	Homo sapiens (Human)	1254
SDS3_HUMAN	Q9H7L9	SDS3_HUMAN	reviewed	Sin3 histone deacetylase corepressor complex component SDS3 (45 kDa Sin3-associated polypeptide) (Suppressor of defective silencing 3 protein homolog)	SUDS3 SAP45 SDS3	Homo sapiens (Human)	328
SUFU_HUMAN	Q9UMX1	SUFU_HUMAN	reviewed	Suppressor of fused homolog (SUFUH)	SUFU UNQ650/PRO1280	Homo sapiens (Human)	484
SUCHY_HUMAN	Q9HAC7	SUCHY_HUMAN	reviewed	Succinate--hydroxymethylglutarate CoA-transferase (EC 2.8.3.13) (Dermal papilla-derived protein 13) (SuccinylCoA:glutarate-CoA transferase)	SUGCT C7orf10 DERP13	Homo sapiens (Human)	445
SUGP1_HUMAN	Q8IWZ8	SUGP1_HUMAN	reviewed	SURP and G-patch domain-containing protein 1 (RNA-binding protein RBP) (Splicing factor 4)	SUGP1 SF4	Homo sapiens (Human)	645
SUGP2_HUMAN	Q8IX01	SUGP2_HUMAN	reviewed	SURP and G-patch domain-containing protein 2 (Arginine/serine-rich-splicing factor 14) (Splicing factor, arginine/serine-rich 14)	SUGP2 KIAA0365 SFRS14	Homo sapiens (Human)	1082
SGT1_HUMAN	Q9Y2Z0	SGT1_HUMAN	reviewed	Protein SGT1 homolog (Protein 40-6-3) (Sgt1) (Suppressor of G2 allele of SKP1 homolog)	SUGT1	Homo sapiens (Human)	365
SULF1_HUMAN	Q8IWU6	SULF1_HUMAN	reviewed	Extracellular sulfatase Sulf-1 (hSulf-1) (EC 3.1.6.-)	SULF1 KIAA1077	Homo sapiens (Human)	871
SULF2_HUMAN	Q8IWU5	SULF2_HUMAN	reviewed	Extracellular sulfatase Sulf-2 (hSulf-2) (EC 3.1.6.-)	SULF2 KIAA1247 UNQ559/PRO1120	Homo sapiens (Human)	870
ST1B1_HUMAN	O43704	ST1B1_HUMAN	reviewed	Sulfotransferase 1B1 (ST1B1) (EC 2.8.2.1) (Sulfotransferase 1B2) (Sulfotransferase family cytosolic 1B member 1) (Thyroid hormone sulfotransferase)	SULT1B1 ST1B2 SULT1B2	Homo sapiens (Human)	296
ST4A1_HUMAN	Q9BR01	ST4A1_HUMAN	reviewed	Sulfotransferase 4A1 (ST4A1) (EC 2.8.2.-) (Brain sulfotransferase-like protein) (hBR-STL) (hBR-STL-1) (Nervous system sulfotransferase) (NST)	SULT4A1 SULTX3	Homo sapiens (Human)	284
SUMF1_HUMAN	Q8NBK3	SUMF1_HUMAN	reviewed	Formylglycine-generating enzyme (FGE) (EC 1.8.3.7) (C-alpha-formylglycine-generating enzyme 1) (Sulfatase-modifying factor 1)	SUMF1 PSEC0152 UNQ3037/PRO9852	Homo sapiens (Human)	374
SUMF2_HUMAN	Q8NBJ7	SUMF2_HUMAN	reviewed	Inactive C-alpha-formylglycine-generating enzyme 2 (Paralog of formylglycine-generating enzyme) (pFGE) (Sulfatase-modifying factor 2)	SUMF2 PSEC0171 UNQ1968/PRO4500	Homo sapiens (Human)	301
SUMO1_HUMAN	P63165	SUMO1_HUMAN	reviewed	Small ubiquitin-related modifier 1 (SUMO-1) (GAP-modifying protein 1) (GMP1) (SMT3 homolog 3) (Sentrin) (Ubiquitin-homology domain protein PIC1) (Ubiquitin-like protein SMT3C) (Smt3C) (Ubiquitin-like protein UBL1)	SUMO1 SMT3C SMT3H3 UBL1 OK/SW-cl.43	Homo sapiens (Human)	101
SUMO2_HUMAN	P61956	SUMO2_HUMAN	reviewed	Small ubiquitin-related modifier 2 (SUMO-2) (HSMT3) (SMT3 homolog 2) (SUMO-3) (Sentrin-2) (Ubiquitin-like protein SMT3B) (Smt3B)	SUMO2 SMT3B SMT3H2	Homo sapiens (Human)	95
SUMO3_HUMAN	P55854	SUMO3_HUMAN	reviewed	Small ubiquitin-related modifier 3 (SUMO-3) (SMT3 homolog 1) (SUMO-2) (Ubiquitin-like protein SMT3A) (Smt3A)	SUMO3 SMT3A SMT3H1	Homo sapiens (Human)	103
SUN2_HUMAN	Q9UH99	SUN2_HUMAN	reviewed	SUN domain-containing protein 2 (Protein unc-84 homolog B) (Rab5-interacting protein) (Rab5IP) (Sad1/unc-84 protein-like 2)	SUN2 FRIGG KIAA0668 RAB5IP UNC84B	Homo sapiens (Human)	717
SUN3_HUMAN	Q8TAQ9	SUN3_HUMAN	reviewed	SUN domain-containing protein 3 (Sad1/unc-84 domain-containing protein 1)	SUN3 SUNC1	Homo sapiens (Human)	357
SUN5_HUMAN	Q8TC36	SUN5_HUMAN	reviewed	SUN domain-containing protein 5 (Sad1 and UNC84 domain-containing protein 5) (Sperm-associated antigen 4-like protein) (Testis and spermatogenesis-related gene 4 protein)	SUN5 SPAG4L TSARG4	Homo sapiens (Human)	379
SUOX_HUMAN	P51687	SUOX_HUMAN	reviewed	Sulfite oxidase, mitochondrial (EC 1.8.3.1)	SUOX	Homo sapiens (Human)	545
SP16H_HUMAN	Q9Y5B9	SP16H_HUMAN	reviewed	FACT complex subunit SPT16 (Chromatin-specific transcription elongation factor 140 kDa subunit) (FACT 140 kDa subunit) (FACTp140) (Facilitates chromatin transcription complex subunit SPT16) (hSPT16)	SUPT16H FACT140 FACTP140	Homo sapiens (Human)	1047
SP20H_HUMAN	Q8NEM7	SP20H_HUMAN	reviewed	Transcription factor SPT20 homolog (p38-interacting protein) (p38IP)	SUPT20H C13orf19 FAM48A FP757	Homo sapiens (Human)	779
SUPT3_HUMAN	O75486	SUPT3_HUMAN	reviewed	Transcription initiation protein SPT3 homolog (SPT3-like protein)	SUPT3H SPT3	Homo sapiens (Human)	317
SPT4H_HUMAN	P63272	SPT4H_HUMAN	reviewed	Transcription elongation factor SPT4 (hSPT4) (DRB sensitivity-inducing factor 14 kDa subunit) (DSIF p14) (DRB sensitivity-inducing factor small subunit) (DSIF small subunit)	SUPT4H1 SPT4H SUPT4H	Homo sapiens (Human)	117
SPT5H_HUMAN	O00267	SPT5H_HUMAN	reviewed	Transcription elongation factor SPT5 (hSPT5) (DRB sensitivity-inducing factor 160 kDa subunit) (DSIF p160) (DRB sensitivity-inducing factor large subunit) (DSIF large subunit) (Tat-cotransactivator 1 protein) (Tat-CT1 protein)	SUPT5H SPT5 SPT5H	Homo sapiens (Human)	1087
SPT6H_HUMAN	Q7KZ85	SPT6H_HUMAN	reviewed	Transcription elongation factor SPT6 (hSPT6) (Histone chaperone suppressor of Ty6) (Tat-cotransactivator 2 protein) (Tat-CT2 protein)	SUPT6H KIAA0162 SPT6H	Homo sapiens (Human)	1726
ST65G_HUMAN	O94864	ST65G_HUMAN	reviewed	STAGA complex 65 subunit gamma (Adenocarcinoma antigen ART1) (SPTF-associated factor 65 gamma) (STAF65gamma) (Suppressor of Ty 7-like)	SUPT7L KIAA0764	Homo sapiens (Human)	414
SUV3_HUMAN	Q8IYB8	SUV3_HUMAN	reviewed	ATP-dependent RNA helicase SUPV3L1, mitochondrial (EC 3.6.4.13) (Suppressor of var1 3-like protein 1) (SUV3-like protein 1)	SUPV3L1 SUV3	Homo sapiens (Human)	786
SURF2_HUMAN	Q15527	SURF2_HUMAN	reviewed	Surfeit locus protein 2 (Surf-2)	SURF2	Homo sapiens (Human)	256
SURF4_HUMAN	O15260	SURF4_HUMAN	reviewed	Surfeit locus protein 4	SURF4 SURF-4	Homo sapiens (Human)	269
SURF6_HUMAN	O75683	SURF6_HUMAN	reviewed	Surfeit locus protein 6	SURF6 SURF-6	Homo sapiens (Human)	361
SUSD1_HUMAN	Q6UWL2	SUSD1_HUMAN	reviewed	Sushi domain-containing protein 1	SUSD1 UNQ2438/PRO4999	Homo sapiens (Human)	747
SUSD2_HUMAN	Q9UGT4	SUSD2_HUMAN	reviewed	Sushi domain-containing protein 2	SUSD2	Homo sapiens (Human)	822
SUSD3_HUMAN	Q96L08	SUSD3_HUMAN	reviewed	Sushi domain-containing protein 3	SUSD3 UNQ9387/PRO34275	Homo sapiens (Human)	255
SUSD4_HUMAN	Q5VX71	SUSD4_HUMAN	reviewed	Sushi domain-containing protein 4	SUSD4 UNQ196/PRO222	Homo sapiens (Human)	490
SUSD5_HUMAN	O60279	SUSD5_HUMAN	reviewed	Sushi domain-containing protein 5	SUSD5 KIAA0527	Homo sapiens (Human)	629
SUV91_HUMAN	O43463	SUV91_HUMAN	reviewed	Histone-lysine N-methyltransferase SUV39H1 (EC 2.1.1.355) (Histone H3-K9 methyltransferase 1) (H3-K9-HMTase 1) (Lysine N-methyltransferase 1A) (Position-effect variegation 3-9 homolog) (Suppressor of variegation 3-9 homolog 1) (Su(var)3-9 homolog 1)	SUV39H1 KMT1A SUV39H	Homo sapiens (Human)	412
SUV92_HUMAN	Q9H5I1	SUV92_HUMAN	reviewed	Histone-lysine N-methyltransferase SUV39H2 (EC 2.1.1.355) (Histone H3-K9 methyltransferase 2) (H3-K9-HMTase 2) (Lysine N-methyltransferase 1B) (Suppressor of variegation 3-9 homolog 2) (Su(var)3-9 homolog 2)	SUV39H2 KMT1B	Homo sapiens (Human)	410
SUZ12_HUMAN	Q15022	SUZ12_HUMAN	reviewed	Polycomb protein SUZ12 (Chromatin precipitated E2F target 9 protein) (ChET 9 protein) (Joined to JAZF1 protein) (Suppressor of zeste 12 protein homolog)	SUZ12 CHET9 JJAZ1 KIAA0160	Homo sapiens (Human)	739
SV2A_HUMAN	Q7L0J3	SV2A_HUMAN	reviewed	Synaptic vesicle glycoprotein 2A	SV2A KIAA0736 PSEC0174	Homo sapiens (Human)	742
SV2B_HUMAN	Q7L1I2	SV2B_HUMAN	reviewed	Synaptic vesicle glycoprotein 2B	SV2B KIAA0735	Homo sapiens (Human)	683
SVBP_HUMAN	Q8N300	SVBP_HUMAN	reviewed	Small vasohibin-binding protein (Coiled coil domain-containing protein 23)	SVBP CCDC23	Homo sapiens (Human)	66
SVEP1_HUMAN	Q4LDE5	SVEP1_HUMAN	reviewed	Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 (CCP module-containing protein 22) (Polydom) (Selectin-like osteoblast-derived protein) (SEL-OB) (Serologically defined breast cancer antigen NY-BR-38)	SVEP1 C9orf13 CCP22 SELOB	Homo sapiens (Human)	3571
SVIL_HUMAN	O95425	SVIL_HUMAN	reviewed	Supervillin (Archvillin) (p205/p250)	SVIL	Homo sapiens (Human)	2214
SVIP_HUMAN	Q8NHG7	SVIP_HUMAN	reviewed	Small VCP/p97-interacting protein	SVIP	Homo sapiens (Human)	77
SVOP_HUMAN	Q8N4V2	SVOP_HUMAN	reviewed	Synaptic vesicle 2-related protein (SV2-related protein)	SVOP	Homo sapiens (Human)	548
